Concatenation,Estimated resolicitation Date,ContractNumber,NDCWithDashes,Drug,Generic,TradeName,PackageDescription,Non-TAA,VendorName,5 Year option end, Price ,Offers,Estimated Annual Quantities,Estimated Annual Spend,ContractStartDate,ContractStopDate,5 Year option end,Contract Start Year,SubItemIdentifier,VAClass,Covered,PrimeVendor,PriceStartDate,PriceStopDate,PriceType
36E79723D0004CLOPIDOGREL BISULFATE 75MG TAB1000,18-Oct-27,36E79723D0004,77771-0124-10,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE 75MG TAB,CLOPIDOGREL BISULFATE 75MG TAB,1000,Compliant,Radha Pharmaceuticals Inc.,15-Apr-28, $32.00 , 4.00 ," 45,896.00 "," $1,468,672.00 ",04/15/2023,04/14/2025,2028,2023,,BL117,F,T,04/15/2024,04/14/2025,NC
36E79723D0005AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP100ML,19-Jul-27,36E79723D0005,00781-6104-46,AMOXICILLIN/CLAVULANATE K,AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,100ML,Compliant,"Sandoz, Inc.",15-Jan-28, $3.16 , 2.00 ," 17,633.00 "," $55,720.28 ",01/15/2023,01/14/2025,2028,2023,,AM111,F,T,01/15/2023,01/14/2025,NC
36E79723D0005AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP50ML,19-Jul-27,36E79723D0005,66685-1012-00,AMOXICILLIN/CLAVULANATE K,AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,50ML,Compliant,"Sandoz, Inc.",15-Jan-28, $1.57 , 2.00 ," 1,667.00 "," $2,617.19 ",01/15/2023,01/14/2025,2028,2023,,AM111,F,T,01/15/2023,01/14/2025,NC
36E79723D0005AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP75ML,19-Jul-27,36E79723D0005,66685-1012-01,AMOXICILLIN/CLAVULANATE K,AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,AMOXICILLIN 400MG/CLAVULANATE K 57MG/5ML SUSP,75ML,Compliant,"Sandoz, Inc.",15-Jan-28, $1.95 , 2.00 ," 2,786.00 "," $5,432.70 ",01/15/2023,01/14/2025,2028,2023,,AM111,F,T,01/15/2023,01/14/2025,NC
36E79723D0005AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.9MG/5ML SUSP125ML,19-Jul-27,36E79723D0005,00781-6139-54,AMOXICILLIN/CLAVULANATE K,AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.9MG/5ML SUSP,AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.,125ML,Compliant,"Sandoz, Inc.",15-Jan-28, $4.61 , 2.00 ," 9,247.00 "," $42,628.67 ",01/15/2023,01/14/2025,2028,2023,,AM111,F,T,01/15/2023,01/14/2025,NC
36E79723D0005AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.9MG/5ML SUSP200ML,19-Jul-27,36E79723D0005,00781-6139-48,AMOXICILLIN/CLAVULANATE K,AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.9MG/5ML SUSP,AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.,200ML,Compliant,"Sandoz, Inc.",15-Jan-28, $7.28 , 2.00 , 200.00 ," $1,456.00 ",01/15/2023,01/14/2025,2028,2023,,AM111,F,T,01/15/2023,01/14/2025,NC
36E79723D0005AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.9MG/5ML SUSP75ML,19-Jul-27,36E79723D0005,00781-6139-57,AMOXICILLIN/CLAVULANATE K,AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.9MG/5ML SUSP,AMOXICILLIN TRIHYRATE 600MG/CLAVULANATE K 42.,75ML,Compliant,"Sandoz, Inc.",15-Jan-28, $2.85 , 2.00 ," 6,922.00 "," $19,727.70 ",01/15/2023,01/14/2025,2028,2023,,AM111,F,T,01/15/2023,01/14/2025,NC
36E79723D0006DOXEPIN HCL 100MG CAP100,23-Aug-27,36E79723D0006,81469-0419-01,DOXEPIN HCL,DOXEPIN HCL 100MG CAP,DOXEPIN HCL 100MG CAP,100,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $26.50 , 5.00 ," 2,243.00 "," $59,439.50 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 100MG CAP500,23-Aug-27,36E79723D0006,81469-0419-05,DOXEPIN HCL,DOXEPIN HCL 100MG CAP,DOXEPIN HCL 100MG CAP,500,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $89.89 , 5.00 , 549.00 ," $49,349.61 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 10MG CAP100,23-Aug-27,36E79723D0006,81469-0415-01,DOXEPIN HCL,DOXEPIN HCL 10MG CAP,DOXEPIN HCL 10MG CAP,100,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $7.33 , 5.00 ," 10,313.00 "," $75,594.29 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 10MG CAP500,23-Aug-27,36E79723D0006,81469-0415-05,DOXEPIN HCL,DOXEPIN HCL 10MG CAP,DOXEPIN HCL 10MG CAP,500,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $32.25 , 5.00 ," 4,659.00 "," $150,252.75 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 25MG CAP100,23-Aug-27,36E79723D0006,81469-0416-01,DOXEPIN HCL,DOXEPIN HCL 25MG CAP,DOXEPIN HCL 25MG CAP,100,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $8.91 , 5.00 ," 9,198.00 "," $81,954.18 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 25MG CAP500,23-Aug-27,36E79723D0006,81469-0416-05,DOXEPIN HCL,DOXEPIN HCL 25MG CAP,DOXEPIN HCL 25MG CAP,500,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $42.25 , 5.00 ," 1,937.00 "," $81,838.25 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 50MG CAP100,23-Aug-27,36E79723D0006,81469-0417-01,DOXEPIN HCL,DOXEPIN HCL 50MG CAP,DOXEPIN HCL 50MG CAP,100,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $14.62 , 5.00 ," 3,790.00 "," $55,409.80 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 50MG CAP500,23-Aug-27,36E79723D0006,81469-0417-05,DOXEPIN HCL,DOXEPIN HCL 50MG CAP,DOXEPIN HCL 50MG CAP,500,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $62.10 , 5.00 ," 1,625.00 "," $100,912.50 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 75MG CAP100,23-Aug-27,36E79723D0006,81469-0418-01,DOXEPIN HCL,DOXEPIN HCL 75MG CAP,DOXEPIN HCL 75MG CAP,100,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $25.36 , 5.00 , 921.00 ," $23,356.56 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/19/2023,02/18/2025,NC
36E79723D0006DOXEPIN HCL 75MG CAP500,23-Aug-27,36E79723D0006,81469-0418-05,DOXEPIN HCL,DOXEPIN HCL 75MG CAP,DOXEPIN HCL 75MG CAP,500,Compliant,"First Nation Group, LLC dba Jordan Reses Supply Company",19-Feb-28, $88.70 , 5.00 , 520.00 ," $46,124.00 ",02/19/2023,02/18/2025,2028,2023,,CN601,F,T,02/22/2023,02/18/2025,NC
"36E79723D0007LIDOCAINE 5% OINT,TOP35.44GM",30-Aug-27,36E79723D0007,51407-0383-35,LIDOCAINE,"LIDOCAINE 5% OINT,TOP","LIDOCAINE 5% OINT,TOP",35.44GM,Compliant,"Golden State Medical Supply, Inc.",26-Feb-28, $2.73 , 4.00 ," 744,389.00 "," $2,032,181.97 ",02/26/2023,02/25/2025,2028,2023,,DE700,F,T,02/26/2023,02/25/2025,NC
36E79723D0008LACOSAMIDE 100MG TAB60,17-Aug-27,36E79723D0008,51407-0722-60,LACOSAMIDE,LACOSAMIDE 100MG TAB,LACOSAMIDE 100MG TAB,60,Compliant,"Golden State Medical Supply, Inc.",13-Feb-28, $9.75 , 4.00 ," 29,291.00 "," $285,587.25 ",02/13/2023,02/12/2025,2028,2023,,CN400,F,T,02/13/2023,02/12/2025,NC
36E79723D0008LACOSAMIDE 150MG TAB60,17-Aug-27,36E79723D0008,51407-0723-60,LACOSAMIDE,LACOSAMIDE 150MG TAB,LACOSAMIDE 150MG TAB,60,Compliant,"Golden State Medical Supply, Inc.",13-Feb-28, $14.75 , 4.00 ," 13,897.00 "," $204,980.75 ",02/13/2023,02/12/2025,2028,2023,,CN400,F,T,02/13/2023,02/12/2025,NC
36E79723D0008LACOSAMIDE 200MG TAB60,17-Aug-27,36E79723D0008,51407-0724-60,LACOSAMIDE,LACOSAMIDE 200MG TAB,LACOSAMIDE 200MG TAB,60,Compliant,"Golden State Medical Supply, Inc.",13-Feb-28, $16.90 , 4.00 ," 24,143.00 "," $408,016.70 ",02/13/2023,02/12/2025,2028,2023,,CN400,F,T,02/13/2023,02/12/2025,NC
36E79723D0008LACOSAMIDE 50MG TAB60,17-Aug-27,36E79723D0008,51407-0721-60,LACOSAMIDE,LACOSAMIDE 50MG TAB,LACOSAMIDE 50MG TAB,60,Compliant,"Golden State Medical Supply, Inc.",13-Feb-28, $7.54 , 4.00 ," 15,438.00 "," $116,402.52 ",02/13/2023,02/12/2025,2028,2023,,CN400,F,T,02/13/2023,02/12/2025,NC
36E79723D0009PERPHENAZINE 16MG TAB100,23-Aug-27,36E79723D0009,51407-0697-01,PERPHENAZINE,PERPHENAZINE 16MG TAB,PERPHENAZINE 16MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",19-Feb-28, $30.73 , 5.00 ," 1,630.00 "," $50,089.90 ",02/19/2023,02/18/2025,2028,2023,,CN701,F,T,02/19/2023,02/18/2025,NC
36E79723D0009PERPHENAZINE 2MG TAB100,23-Aug-27,36E79723D0009,51407-0694-01,PERPHENAZINE,PERPHENAZINE 2MG TAB,PERPHENAZINE 2MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",19-Feb-28, $11.63 , 5.00 ," 4,781.00 "," $55,603.03 ",02/19/2023,02/18/2025,2028,2023,,CN701,F,T,02/19/2023,02/18/2025,NC
36E79723D0009PERPHENAZINE 4MG TAB100,23-Aug-27,36E79723D0009,51407-0695-01,PERPHENAZINE,PERPHENAZINE 4MG TAB,PERPHENAZINE 4MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",19-Feb-28, $13.40 , 5.00 ," 7,597.00 "," $101,799.80 ",02/19/2023,02/18/2025,2028,2023,,CN701,F,T,02/19/2023,02/18/2025,NC
36E79723D0009PERPHENAZINE 8MG TAB100,23-Aug-27,36E79723D0009,51407-0696-01,PERPHENAZINE,PERPHENAZINE 8MG TAB,PERPHENAZINE 8MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",19-Feb-28, $18.29 , 5.00 ," 5,059.00 "," $92,529.11 ",02/19/2023,02/18/2025,2028,2023,,CN701,F,T,02/19/2023,02/18/2025,NC
36E79723D0010INSULIN SYRINGE 0.3ML 30G 12MM100,26-Oct-27,36E79723D0010,08290-3284-31,INSULIN SYRINGE,INSULIN SYRINGE 0.3ML 30G 12MM,INSULIN SYRINGE 0.3ML 30G 12MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 7,124.00 "," $35,192.56 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 0.3ML 31G 6MM100,26-Oct-27,36E79723D0010,08290-3249-09,INSULIN SYRINGE,INSULIN SYRINGE 0.3ML 31G 6MM,INSULIN SYRINGE 0.3ML 31G 6MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 11,725.00 "," $57,921.50 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 0.3ML 31G 8MM100,26-Oct-27,36E79723D0010,08290-3284-38,INSULIN SYRINGE,INSULIN SYRINGE 0.3ML 31G 8MM,INSULIN SYRINGE 0.3ML 31G 8MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 15,907.00 "," $78,580.58 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 0.5ML 30G 12MM100,26-Oct-27,36E79723D0010,08290-3284-66,INSULIN SYRINGE,INSULIN SYRINGE 0.5ML 30G 12MM,INSULIN SYRINGE 0.5ML 30G 12MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 181,417.00 "," $896,199.98 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 0.5ML 31G 6MM100,26-Oct-27,36E79723D0010,08290-3249-11,INSULIN SYRINGE,INSULIN SYRINGE 0.5ML 31G 6MM,INSULIN SYRINGE 0.5ML 31G 6MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 108,762.00 "," $537,284.28 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 0.5ML 31G 8MM100,26-Oct-27,36E79723D0010,08290-3284-68,INSULIN SYRINGE,INSULIN SYRINGE 0.5ML 31G 8MM,INSULIN SYRINGE 0.5ML 31G 8MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 232,725.00 "," $1,149,661.50 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 1ML 30G 12MM100,26-Oct-27,36E79723D0010,08290-3284-11,INSULIN SYRINGE,INSULIN SYRINGE 1ML 30G 12MM,INSULIN SYRINGE 1ML 30G 12MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 154,092.00 "," $761,214.48 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 1ML 31G 6MM100,26-Oct-27,36E79723D0010,08290-3249-12,INSULIN SYRINGE,INSULIN SYRINGE 1ML 31G 6MM,INSULIN SYRINGE 1ML 31G 6MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 92,727.00 "," $458,071.38 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
36E79723D0010INSULIN SYRINGE 1ML 31G 8MM100,26-Oct-27,36E79723D0010,08290-3284-18,INSULIN SYRINGE,INSULIN SYRINGE 1ML 31G 8MM,INSULIN SYRINGE 1ML 31G 8MM,100,Compliant,Embecta Corp,23-Apr-28, $4.94 , 11.00 ," 204,960.00 "," $1,012,502.40 ",04/23/2023,04/22/2025,2028,2023,,XA854,F,T,04/23/2024,04/22/2025,NC
"36E79723D0011NEEDLE,PEN 29G,12.7MM100",4-Sep-27,36E79723D0011,08290-3282-03,"NEEDLE,PEN","NEEDLE,PEN 29G,12.7MM","NEEDLE,PEN 29G,12.7MM",100,Compliant,Embecta Corp,2-Mar-28, $2.37 , 9.00 ," 29,391.00 "," $69,656.67 ",03/02/2023,03/01/2025,2028,2023,,XA856,F,T,03/02/2024,03/01/2025,NC
"36E79723D0011NEEDLE,PEN 31G,5MM100",4-Sep-27,36E79723D0011,08290-3201-19,"NEEDLE,PEN","NEEDLE,PEN 31G,5MM","NEEDLE,PEN 31G,5MM",100,Compliant,Embecta Corp,2-Mar-28, $2.37 , 9.00 ," 479,910.00 "," $1,137,386.70 ",03/02/2023,03/01/2025,2028,2023,,XA856,F,T,03/02/2024,03/01/2025,NC
"36E79723D0011NEEDLE,PEN 31G,8MM100",4-Sep-27,36E79723D0011,08290-3201-09,"NEEDLE,PEN","NEEDLE,PEN 31G,8MM","NEEDLE,PEN 31G,8MM",100,Compliant,Embecta Corp,2-Mar-28, $2.37 , 9.00 ," 949,411.00 "," $2,250,104.07 ",03/02/2023,03/01/2025,2028,2023,,XA856,F,T,03/02/2024,03/01/2025,NC
"36E79723D0011NEEDLE,PEN 32G,4MM100",4-Sep-27,36E79723D0011,08290-3205-50,"NEEDLE,PEN","NEEDLE,PEN 32G,4MM","NEEDLE,PEN 32G,4MM",100,Compliant,Embecta Corp,2-Mar-28, $2.37 , 9.00 ," 354,306.00 "," $839,705.22 ",03/02/2023,03/01/2025,2028,2023,,XA856,F,T,03/02/2024,03/01/2025,NC
"36E79723D0011NEEDLE,PEN 32G,6MM100",4-Sep-27,36E79723D0011,08290-3207-49,"NEEDLE,PEN","NEEDLE,PEN 32G,6MM","NEEDLE,PEN 32G,6MM",100,Compliant,Embecta Corp,2-Mar-28, $2.37 , 9.00 ," 228,641.00 "," $541,879.17 ",03/02/2023,03/01/2025,2028,2023,,XA856,F,T,03/02/2024,03/01/2025,NC
36E79723D0013BORTEZOMIB (EQV-VELCADE) 3.5MG/VIL INJ1,13-Sep-27,36E79723D0013,63323-0821-10,BORTEZOMIB (EQV-VELCADE),BORTEZOMIB (EQV-VELCADE) 3.5MG/VIL INJ,BORTEZOMIB (EQV-VELCADE) 3.5MG/VIL INJ,1,Compliant,"Fresenius Kabi, LLC",11-Mar-28, $25.13 , 2.00 ," 17,804.00 "," $447,414.52 ",03/11/2023,03/10/2025,2028,2023,,AN900,F,T,03/11/2023,03/10/2025,NC
36E79723D0015CLOZAPINE (MYLAN) 100MG TAB100,6-Sep-27,36E79723D0015,00378-0860-01,CLOZAPINE,CLOZAPINE (MYLAN) 100MG TAB,CLOZAPINE (MYLAN) 100MG TAB,100,Non-Compliant,"Mylan Pharmaceuticals, Inc.",4-Mar-28, $48.34 , 2.00 ," 5,328.00 "," $257,555.52 ",03/04/2023,03/03/2025,2028,2023,,CN709,F,T,03/04/2023,03/03/2025,NC
36E79723D0015CLOZAPINE (MYLAN) 100MG TAB500,6-Sep-27,36E79723D0015,00378-0860-05,CLOZAPINE,CLOZAPINE (MYLAN) 100MG TAB,CLOZAPINE (MYLAN) 100MG TAB,500,Non-Compliant,"Mylan Pharmaceuticals, Inc.",4-Mar-28, $217.50 , 2.00 ," 3,723.00 "," $809,752.50 ",03/04/2023,03/03/2025,2028,2023,,CN709,F,T,03/04/2023,03/03/2025,NC
36E79723D0015CLOZAPINE (MYLAN) 200MG TAB100,6-Sep-27,36E79723D0015,00378-0973-01,CLOZAPINE,CLOZAPINE (MYLAN) 200MG TAB,CLOZAPINE (MYLAN) 200MG TAB,100,Non-Compliant,"Mylan Pharmaceuticals, Inc.",4-Mar-28, $141.54 , 2.00 ," 2,647.00 "," $374,656.38 ",03/04/2023,03/03/2025,2028,2023,,CN709,F,T,03/04/2023,03/03/2025,NC
36E79723D0015CLOZAPINE (MYLAN) 25MG TAB100,6-Sep-27,36E79723D0015,00378-0825-01,CLOZAPINE,CLOZAPINE (MYLAN) 25MG TAB,CLOZAPINE (MYLAN) 25MG TAB,100,Non-Compliant,"Mylan Pharmaceuticals, Inc.",4-Mar-28, $19.05 , 2.00 ," 5,714.00 "," $108,851.70 ",03/04/2023,03/03/2025,2028,2023,,CN709,F,T,03/04/2023,03/03/2025,NC
36E79723D0015CLOZAPINE (MYLAN) 50MG TAB100,6-Sep-27,36E79723D0015,00378-0972-01,CLOZAPINE,CLOZAPINE (MYLAN) 50MG TAB,CLOZAPINE (MYLAN) 50MG TAB,100,Non-Compliant,"Mylan Pharmaceuticals, Inc.",4-Mar-28, $57.03 , 2.00 ," 2,091.00 "," $119,249.73 ",03/04/2023,03/03/2025,2028,2023,,CN709,F,T,03/04/2023,03/03/2025,NC
36E79723D0016ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB100,29-Nov-27,36E79723D0016,00406-1236-01,ATROPINE SO4,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG,100,Compliant,SpecGx LLC,27-May-28, $7.79 , 4.00 ," 21,204.00 "," $165,179.16 ",05/27/2023,05/26/2025,2028,2023,,GA208,F,T,05/27/2023,05/26/2025,NC
36E79723D0016ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB1000,29-Nov-27,36E79723D0016,00406-1236-10,ATROPINE SO5,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG TAB,ATROPINE SO4 0.025MG/DIPHENOXYLATE HCL 2.5MG,1000,Compliant,SpecGx LLC,27-May-28, $55.14 , 4.00 ," 2,040.00 "," $112,485.60 ",05/27/2023,05/26/2025,2028,2023,,GA208,F,T,05/27/2023,05/26/2025,NC
"36E79723D0017DARIDOREXANT 25MG TAB,ORAL30",30-Nov-27,36E79723D0017,80491-7825-03,DARIDOREXANT,"DARIDOREXANT 25MG TAB,ORAL","QUVIVIQ 25MG TAB,ORAL",30,Compliant,"Idorsia Pharmaceuticals US, Inc.",28-May-28, $115.50 , 1.00 ," 55,305.00 "," $6,387,727.50 ",05/28/2023,05/27/2025,2028,2023,,CN309,T,T,05/28/2023,05/27/2025,NC
"36E79723D0017DARIDOREXANT 50MG TAB,ORAL30",30-Nov-27,36E79723D0017,80491-7850-03,DARIDOREXANT,"DARIDOREXANT 50MG TAB,ORAL","QUVIVIQ 50MG TAB,ORAL",30,Compliant,"Idorsia Pharmaceuticals US, Inc.",28-May-28, $115.50 , 1.00 ," 55,305.00 "," $6,387,727.50 ",05/28/2023,05/27/2025,2028,2023,,CN309,T,T,05/28/2023,05/27/2025,NC
"36E79723D0018LACOSAMIDE 10MG/ML INJ,SOLN10X20ML",15-Nov-27,36E79723D0018,72865-0235-10,LACOSAMIDE,"LACOSAMIDE 10MG/ML INJ,SOLN","LACOSAMIDE 10MG/ML INJ,SOLN",10X20ML,Compliant,"XLCare Pharmaceuticals, Inc.",13-May-28, $300.00 , 2.00 ," 5,079.00 "," $1,523,700.00 ",05/13/2023,05/12/2025,2028,2023,,CN400,F,T,05/13/2023,05/12/2025,NC
36E79723D0019CEFPODOXIME PROXETIL 100MG TAB20,24-Jan-28,36E79723D0019,51407-0083-20,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL 100MG TAB,CEFPODOXIME PROXETIL 100MG TAB,20,Compliant,"Golden State Medical Supply, Inc.",22-Jul-28, $27.00 , 3.00 ," 5,115.00 "," $138,105.00 ",07/22/2023,07/21/2025,2028,2023,,AM117,F,T,07/22/2023,07/21/2025,NC
36E79723D0019CEFPODOXIME PROXETIL 200MG TAB20,24-Jan-28,36E79723D0019,51407-0084-20,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL 200MG TAB,CEFPODOXIME PROXETIL 200MG TAB,20,Compliant,"Golden State Medical Supply, Inc.",22-Jul-28, $46.00 , 3.00 ," 24,413.00 "," $1,122,998.00 ",07/22/2023,07/21/2025,2028,2023,,AM117,F,T,07/22/2023,07/21/2025,NC
36E79723D0020CARVEDILOL 12.5MG TAB100,2-Nov-27,36E79723D0020,51407-0041-01,CARVEDILOL,CARVEDILOL 12.5MG TAB,CARVEDILOL 12.5MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $2.36 , 2.00 ," 4,033.00 "," $9,517.88 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 12.5MG TAB500,2-Nov-27,36E79723D0020,51407-0041-05,CARVEDILOL,CARVEDILOL 12.5MG TAB,CARVEDILOL 12.5MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $10.29 , 2.00 ," 97,155.00 "," $999,724.95 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 25MG TAB100,2-Nov-27,36E79723D0020,51407-0042-01,CARVEDILOL,CARVEDILOL 25MG TAB,CARVEDILOL 25MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $3.44 , 2.00 ," 4,778.00 "," $16,436.32 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 25MG TAB500,2-Nov-27,36E79723D0020,51407-0042-05,CARVEDILOL,CARVEDILOL 25MG TAB,CARVEDILOL 25MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $15.70 , 2.00 ," 163,928.00 "," $2,573,669.60 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 3.125MG TAB100,2-Nov-27,36E79723D0020,51407-0039-01,CARVEDILOL,CARVEDILOL 3.125MG TAB,CARVEDILOL 3.125MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $1.38 , 2.00 ," 4,488.00 "," $6,193.44 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 3.125MG TAB500,2-Nov-27,36E79723D0020,51407-0039-05,CARVEDILOL,CARVEDILOL 3.125MG TAB,CARVEDILOL 3.125MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $5.35 , 2.00 ," 56,465.00 "," $302,087.75 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 6.25MG TAB100,2-Nov-27,36E79723D0020,51407-0040-01,CARVEDILOL,CARVEDILOL 6.25MG TAB,CARVEDILOL 6.25MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $1.71 , 2.00 ," 5,564.00 "," $9,514.44 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
36E79723D0020CARVEDILOL 6.25MG TAB500,2-Nov-27,36E79723D0020,51407-0040-05,CARVEDILOL,CARVEDILOL 6.25MG TAB,CARVEDILOL 6.25MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",30-Apr-28, $7.01 , 2.00 ," 90,986.00 "," $637,811.86 ",04/30/2023,04/29/2025,2028,2023,,CV100,F,T,04/30/2023,04/29/2025,NC
"36E79723D0021MOXIFLOXACIN HCL 0.5% SOLN,OPH3ML",23-Dec-27,36E79723D0021,51407-0321-03,MOXIFLOXACIN HCL,"MOXIFLOXACIN HCL 0.5% SOLN,OPH","MOXIFLOXACIN HCL 0.5% SOLN,OPH",3ML,Compliant,"Golden State Medical Supply, Inc.",20-Jun-28, $5.22 , 7.00 ," 151,981.00 "," $793,340.82 ",06/20/2023,06/19/2025,2028,2023,,OP210,F,T,06/20/2023,06/19/2025,NC
